Live,Symbol,Percentage,Initial_Margin,Maintenance,Hedge,Margin_Calculation,Profit_Calculation,Trade,Comment
Live - 3,AUDSGD$, , , , , , , ,Symbol ignored: *
Live - 3,AUDSGD, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSD., , , , , , , ,Symbol ignored: *
Live - 3,AUDUSD$, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSD, , , , , , , ,Symbol ignored: *
Live - 3,CADCHF., , , , , , , ,Symbol ignored: *
Live - 3,CADCHF$, , , , , , , ,Symbol ignored: *
Live - 3,CADCHF, , , , , , , ,Symbol ignored: *
Live - 3,CADJPY., , , , , , , ,Symbol ignored: *
Live - 3,CADJPY$, , , , , , , ,Symbol ignored: *
Live - 3,CADJPY, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPY., , , , , , , ,Symbol ignored: *
Live - 3,CHFJPY$, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPY, , , , , , , ,Symbol ignored: *
Live - 3,CHFSGD$, , , , , , , ,Symbol ignored: *
Live - 3,CHFSGD, , , , , , , ,Symbol ignored: *
Live - 3,EURAUD., , , , , , , ,Symbol ignored: *
Live - 3,EURAUD$, , , , , , , ,Symbol ignored: *
Live - 3,EURAUD, , , , , , , ,Symbol ignored: *
Live - 3,EURCAD., , , , , , , ,Symbol ignored: *
Live - 3,EURCAD$, , , , , , , ,Symbol ignored: *
Live - 3,EURCAD, , , , , , , ,Symbol ignored: *
Live - 3,EURCHF$, , , , , , , ,Symbol ignored: *
Live - 3,EURCHF., , , , , , , ,Symbol ignored: *
Live - 3,EURCHF, , , , , , , ,Symbol ignored: *
Live - 3,EURGBP., , , , , , , ,Symbol ignored: *
Live - 3,EURGBP$, , , , , , , ,Symbol ignored: *
Live - 3,EURGBP, , , , , , , ,Symbol ignored: *
Live - 3,EURJPY., , , , , , , ,Symbol ignored: *
Live - 3,EURJPY$, , , , , , , ,Symbol ignored: *
Live - 3,EURJPY, , , , , , , ,Symbol ignored: *
Live - 3,EURNZD., , , , , , , ,Symbol ignored: *
Live - 3,EURNZD$, , , , , , , ,Symbol ignored: *
Live - 3,EURNZD, , , , , , , ,Symbol ignored: *
Live - 3,EURSGD$, , , , , , , ,Symbol ignored: *
Live - 3,EURSGD, , , , , , , ,Symbol ignored: *
Live - 3,EURUSD., , , , , , , ,Symbol ignored: *
Live - 3,EURUSD$, , , , , , , ,Symbol ignored: *
Live - 3,EURUSD, , , , , , , ,Symbol ignored: *
Live - 3,EURUSDx, , , , , , , ,Symbol ignored: *
Live - 3,EURUSDy, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUD., , , , , , , ,Symbol ignored: *
Live - 3,GBPAUD$, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUD, , , , , , , ,Symbol ignored: *
Live - 3,GBPCAD., , , , , , , ,Symbol ignored: *
Live - 3,GBPCAD$, , , , , , , ,Symbol ignored: *
Live - 3,GBPCAD, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHF., , , , , , , ,Symbol ignored: *
Live - 3,GBPCHF$, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHF, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZD$, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZD., , , , , , , ,Symbol ignored: *
Live - 3,GBPNZD, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPY., , , , , , , ,Symbol ignored: *
Live - 3,GBPJPY$, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPY, , , , , , , ,Symbol ignored: *
Live - 3,GBPSGD$, , , , , , , ,Symbol ignored: *
Live - 3,GBPSGD, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSD., , , , , , , ,Symbol ignored: *
Live - 3,GBPUSD$, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSD, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSDy, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSDx, , , , , , , ,Symbol ignored: *
Live - 3,NZDCAD, , , , , , , ,Symbol ignored: *
Live - 3,NZDCAD., , , , , , , ,Symbol ignored: *
Live - 3,NZDCAD$, , , , , , , ,Symbol ignored: *
Live - 3,NZDCHF$, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPY., , , , , , , ,Symbol ignored: *
Live - 3,NZDJPY$, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPY, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSD., , , , , , , ,Symbol ignored: *
Live - 3,NZDUSD$, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSD, , , , , , , ,Symbol ignored: *
Live - 3,SGDJPY$, , , , , , , ,Symbol ignored: *
Live - 3,SGDJPY, , , , , , , ,Symbol ignored: *
Live - 3,USDCAD., , , , , , , ,Symbol ignored: *
Live - 3,USDCAD$, , , , , , , ,Symbol ignored: *
Live - 3,USDCAD, , , , , , , ,Symbol ignored: *
Live - 3,USDCHF., , , , , , , ,Symbol ignored: *
Live - 3,USDCHF$, , , , , , , ,Symbol ignored: *
Live - 3,USDCHF, , , , , , , ,Symbol ignored: *
Live - 3,USDJPY., , , , , , , ,Symbol ignored: *
Live - 3,USDJPY$, , , , , , , ,Symbol ignored: *
Live - 3,USDJPY, , , , , , , ,Symbol ignored: *
Live - 3,USDSGD$, , , , , , , ,Symbol ignored: *
Live - 3,USDSGD, , , , , , , ,Symbol ignored: *
Live - 3,USDHKD, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPY`, , , , , , , ,Symbol ignored: *
Live - 3,CADJPY`, , , , , , , ,Symbol ignored: *
Live - 3,EURJPY`, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPY`, , , , , , , ,Symbol ignored: *
Live - 3,EURUSD`, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPY`, , , , , , , ,Symbol ignored: *
Live - 3,NZDCHF`, , , , , , , ,Symbol ignored: *
Live - 3,NZDCAD`, , , , , , , ,Symbol ignored: *
Live - 3,USDJPY`, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPY`, , , , , , , ,Symbol ignored: *
Live - 3,AUDCAD`, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZD`, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSD`, , , , , , , ,Symbol ignored: *
Live - 3,EURAUD`, , , , , , , ,Symbol ignored: *
Live - 3,EURCAD`, , , , , , , ,Symbol ignored: *
Live - 3,EURGBP`, , , , , , , ,Symbol ignored: *
Live - 3,EURNZD`, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUD`, , , , , , , ,Symbol ignored: *
Live - 3,GBPCAD`, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSD`, , , , , , , ,Symbol ignored: *
Live - 3,USDCAD`, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSD`, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSD`, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSD., , , , , , , ,Symbol ignored: *
Live - 3,XAGUSD, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSD$, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSD$, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSD, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSD., , , , , , , ,Symbol ignored: *
Live - 3,GBPUSDs, , , , , , , ,Symbol ignored: *
Live - 3,AUDCADx, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHFx, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPYx, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZDx, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSDx, , , , , , , ,Symbol ignored: *
Live - 3,CADCHFx, , , , , , , ,Symbol ignored: *
Live - 3,CADJPYx, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPYx, , , , , , , ,Symbol ignored: *
Live - 3,EURAUDx, , , , , , , ,Symbol ignored: *
Live - 3,EURCADx, , , , , , , ,Symbol ignored: *
Live - 3,EURCHFx, , , , , , , ,Symbol ignored: *
Live - 3,EURGBPx, , , , , , , ,Symbol ignored: *
Live - 3,EURJPYx, , , , , , , ,Symbol ignored: *
Live - 3,USDNOKs, , , , , , , ,Symbol ignored: *
Live - 3,EURNZDx, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUDx, , , , , , , ,Symbol ignored: *
Live - 3,GBPCADx, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHFx, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZDx, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPYx, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPYx, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSDx, , , , , , , ,Symbol ignored: *
Live - 3,USDCADx, , , , , , , ,Symbol ignored: *
Live - 3,USDCHFx, , , , , , , ,Symbol ignored: *
Live - 3,USDJPYx, , , , , , , ,Symbol ignored: *
Live - 3,AUDCADq, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHFq, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPYq, , , , , , , ,Symbol ignored: *
Live - 3,EURUSDs, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZDq, , , , , , , ,Symbol ignored: *
Live - 3,AUDSGDq, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSDq, , , , , , , ,Symbol ignored: *
Live - 3,CADCHFq, , , , , , , ,Symbol ignored: *
Live - 3,CADJPYq, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPYq, , , , , , , ,Symbol ignored: *
Live - 3,CHFSGDq, , , , , , , ,Symbol ignored: *
Live - 3,EURAUDq, , , , , , , ,Symbol ignored: *
Live - 3,EURCADq, , , , , , , ,Symbol ignored: *
Live - 3,EURCHFq, , , , , , , ,Symbol ignored: *
Live - 3,EURGBPq, , , , , , , ,Symbol ignored: *
Live - 3,EURJPYq, , , , , , , ,Symbol ignored: *
Live - 3,EURNZDq, , , , , , , ,Symbol ignored: *
Live - 3,EURSGDq, , , , , , , ,Symbol ignored: *
Live - 3,EURUSDq, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUDq, , , , , , , ,Symbol ignored: *
Live - 3,GBPCADq, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHFq, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZDq, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPYq, , , , , , , ,Symbol ignored: *
Live - 3,GBPSGDq, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSDq, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPYq, , , , , , , ,Symbol ignored: *
Live - 3,NZDCADq, , , , , , , ,Symbol ignored: *
Live - 3,NZDCHFq, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSDq, , , , , , , ,Symbol ignored: *
Live - 3,SGDJPYq, , , , , , , ,Symbol ignored: *
Live - 3,USDCADq, , , , , , , ,Symbol ignored: *
Live - 3,USDCHFq, , , , , , , ,Symbol ignored: *
Live - 3,USDJPYq, , , , , , , ,Symbol ignored: *
Live - 3,USDSGDq, , , , , , , ,Symbol ignored: *
Live - 3,USDHKDq, , , , , , , ,Symbol ignored: *
Live - 3,USDTWDq, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSDq, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSDq, , , , , , , ,Symbol ignored: *
Live - 3,.HK50, , , , , , , ,Symbol ignored: *
Live - 3,.AUS200, , , , , , , ,Symbol ignored: *
Live - 3,.DE30, , , , , , , ,Symbol ignored: *
Live - 3,.ES35, , , , , , , ,Symbol ignored: *
Live - 3,.F40, , , , , , , ,Symbol ignored: *
Live - 3,.JP225, , , , , , , ,Symbol ignored: *
Live - 3,.STOXX50, , , , , , , ,Symbol ignored: *
Live - 3,.UK100, , , , , , , ,Symbol ignored: *
Live - 3,.US30, , , , , , , ,Symbol ignored: *
Live - 3,.US100, , , , , , , ,Symbol ignored: *
Live - 3,.US500, , , , , , , ,Symbol ignored: *
Live - 3,.USOil, , , , , , , ,Symbol ignored: *
Live - 3,.UKOil, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSDx, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSDx, , , , , , , ,Symbol ignored: *
Live - 3,USDX, , , , , , , ,Symbol ignored: *
Live - 3,AUDCADy, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHFy, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPYy, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZDy, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSDy, , , , , , , ,Symbol ignored: *
Live - 3,CADCHFy, , , , , , , ,Symbol ignored: *
Live - 3,CADJPYy, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPYy, , , , , , , ,Symbol ignored: *
Live - 3,EURAUDy, , , , , , , ,Symbol ignored: *
Live - 3,EURCADy, , , , , , , ,Symbol ignored: *
Live - 3,EURCHFy, , , , , , , ,Symbol ignored: *
Live - 3,EURGBPy, , , , , , , ,Symbol ignored: *
Live - 3,EURJPYy, , , , , , , ,Symbol ignored: *
Live - 3,EURNZDy, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUDy, , , , , , , ,Symbol ignored: *
Live - 3,GBPCADy, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHFy, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZDy, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPYy, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPYy, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSDy, , , , , , , ,Symbol ignored: *
Live - 3,USDCADy, , , , , , , ,Symbol ignored: *
Live - 3,USDCHFy, , , , , , , ,Symbol ignored: *
Live - 3,USDJPYy, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSDy, , , , , , , ,Symbol ignored: *
Live - 3,AUDCADc, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHFc, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPYc, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZDc, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSDc, , , , , , , ,Symbol ignored: *
Live - 3,CADCHFc, , , , , , , ,Symbol ignored: *
Live - 3,CADJPYc, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPYc, , , , , , , ,Symbol ignored: *
Live - 3,EURAUDc, , , , , , , ,Symbol ignored: *
Live - 3,EURCHFc, , , , , , , ,Symbol ignored: *
Live - 3,EURCADc, , , , , , , ,Symbol ignored: *
Live - 3,EURGBPc, , , , , , , ,Symbol ignored: *
Live - 3,EURJPYc, , , , , , , ,Symbol ignored: *
Live - 3,EURNZDc, , , , , , , ,Symbol ignored: *
Live - 3,EURUSDc, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUDc, , , , , , , ,Symbol ignored: *
Live - 3,GBPCADc, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHFc, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZDc, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPYc, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSDc, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPYc, , , , , , , ,Symbol ignored: *
Live - 3,NZDCHFc, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSDc, , , , , , , ,Symbol ignored: *
Live - 3,USDCADc, , , , , , , ,Symbol ignored: *
Live - 3,USDJPYc, , , , , , , ,Symbol ignored: *
Live - 3,USDCHFc, , , , , , , ,Symbol ignored: *
Live - 3,NZDCADc, , , , , , , ,Symbol ignored: *
Live - 3,AUDSGDc, , , , , , , ,Symbol ignored: *
Live - 3,USDSGDc, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSDc, , , , , , , ,Symbol ignored: *
Live - 3,USDHKDc, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSDc, , , , , , , ,Symbol ignored: *
Live - 3,USDCNHq, , , , , , , ,Symbol ignored: *
Live - 3,USDCNH., , , , , , , ,Symbol ignored: *
Live - 3,USDCNH, , , , , , , ,Symbol ignored: *
Live - 3,.A50, , , , , , , ,Symbol ignored: *
Live - 3,.A50q, , , , , , , ,Symbol ignored: *
Live - 3,.AUS200.d, , , , , , , ,Symbol ignored: *
Live - 3,.DE30.d, , , , , , , ,Symbol ignored: *
Live - 3,.ES35.d, , , , , , , ,Symbol ignored: *
Live - 3,.F40.d, , , , , , , ,Symbol ignored: *
Live - 3,.HK50.d, , , , , , , ,Symbol ignored: *
Live - 3,.JP225.d, , , , , , , ,Symbol ignored: *
Live - 3,.STOXX50.d, , , , , , , ,Symbol ignored: *
Live - 3,.UK100.d, , , , , , , ,Symbol ignored: *
Live - 3,.US30.d, , , , , , , ,Symbol ignored: *
Live - 3,.US500.d, , , , , , , ,Symbol ignored: *
Live - 3,.US100.d, , , , , , , ,Symbol ignored: *
Live - 3,.USOil.d, , , , , , , ,Symbol ignored: *
Live - 3,.UKOil.d, , , , , , , ,Symbol ignored: *
Live - 3,USDX.d, , , , , , , ,Symbol ignored: *
Live - 3,.A50.d, , , , , , , ,Symbol ignored: *
Live - 3,USDJPYs, , , , , , , ,Symbol ignored: *
Live - 3,EURNOKs, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSDs, , , , , , , ,Symbol ignored: *
Live - 3,USDSEKs, , , , , , , ,Symbol ignored: *
Live - 3,USDCADs, , , , , , , ,Symbol ignored: *
Live - 3,USDRUB, , , , , , , ,Symbol ignored: *
Live - 3,AUDCADs, , , , , , , ,Symbol ignored: *
Live - 3,USDRUBs, , , , , , , ,Symbol ignored: *
Live - 3,.ES35.c, , , , , , , ,Symbol ignored: *
Live - 3,.A50.c, , , , , , , ,Symbol ignored: *
Live - 3,.AUS200.c, , , , , , , ,Symbol ignored: *
Live - 3,.DE30.c, , , , , , , ,Symbol ignored: *
Live - 3,.HK50.c, , , , , , , ,Symbol ignored: *
Live - 3,.F40.c, , , , , , , ,Symbol ignored: *
Live - 3,.JP225.c, , , , , , , ,Symbol ignored: *
Live - 3,.US30.c, , , , , , , ,Symbol ignored: *
Live - 3,.US500.c, , , , , , , ,Symbol ignored: *
Live - 3,.US100.c, , , , , , , ,Symbol ignored: *
Live - 3,.USOil.c, , , , , , , ,Symbol ignored: *
Live - 3,.UKOil.c, , , , , , , ,Symbol ignored: *
Live - 3,USDX.c, , , , , , , ,Symbol ignored: *
Live - 3,BTCUSD, , , , , , , ,Symbol ignored: *
Live - 3,DSHUSD, , , , , , , ,Symbol ignored: *
Live - 3,ETHUSD, , , , , , , ,Symbol ignored: *
Live - 3,LTCUSD, , , , , , , ,Symbol ignored: *
Live - 3,XRPUSD, , , , , , , ,Symbol ignored: *
Live - 3,EOSUSD, , , , , , , ,Symbol ignored: *
Live - 3,BCHUSD, , , , , , , ,Symbol ignored: *
Live - 3,TRXUSD, , , , , , , ,Symbol ignored: *
Live - 3,ADAUSD, , , , , , , ,Symbol ignored: *
Live - 3,XLMUSD, , , , , , , ,Symbol ignored: *
Live - 3,IOTUSD, , , , , , , ,Symbol ignored: *
Live - 3,BTGUSD, , , , , , , ,Symbol ignored: *
Live - 3,XMRUSD, , , , , , , ,Symbol ignored: *
Live - 3,XEMUSD, , , , , , , ,Symbol ignored: *
Live - 3,ETCUSD, , , , , , , ,Symbol ignored: *
Live - 3,NEOUSD, , , , , , , ,Symbol ignored: *
Live - 3,ZECUSD, , , , , , , ,Symbol ignored: *
Live - 3,QTMUSD, , , , , , , ,Symbol ignored: *
Live - 3,OMGUSD, , , , , , , ,Symbol ignored: *
Live - 3,BTCUSDx, , , , , , , ,Symbol ignored: *
Live - 3,DSHUSDx, , , , , , , ,Symbol ignored: *
Live - 3,ETHUSDx, , , , , , , ,Symbol ignored: *
Live - 3,LTCUSDx, , , , , , , ,Symbol ignored: *
Live - 3,XRPUSDx, , , , , , , ,Symbol ignored: *
Live - 3,EOSUSDx, , , , , , , ,Symbol ignored: *
Live - 3,BCHUSDx, , , , , , , ,Symbol ignored: *
Live - 3,TRXUSDx, , , , , , , ,Symbol ignored: *
Live - 3,ADAUSDx, , , , , , , ,Symbol ignored: *
Live - 3,XLMUSDx, , , , , , , ,Symbol ignored: *
Live - 3,IOTUSDx, , , , , , , ,Symbol ignored: *
Live - 3,BTGUSDx, , , , , , , ,Symbol ignored: *
Live - 3,XMRUSDx, , , , , , , ,Symbol ignored: *
Live - 3,XEMUSDx, , , , , , , ,Symbol ignored: *
Live - 3,ETCUSDx, , , , , , , ,Symbol ignored: *
Live - 3,NEOUSDx, , , , , , , ,Symbol ignored: *
Live - 3,ZECUSDx, , , , , , , ,Symbol ignored: *
Live - 3,QTMUSDx, , , , , , , ,Symbol ignored: *
Live - 3,OMGUSDx, , , , , , , ,Symbol ignored: *
Live - 3,NZDCHF., , , , , , , ,Symbol ignored: *
Live - 3,AUDCADv, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHFv, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPYv, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZDv, , , , , , , ,Symbol ignored: *
Live - 3,AUDUSDv, , , , , , , ,Symbol ignored: *
Live - 3,AUDSGDv, , , , , , , ,Symbol ignored: *
Live - 3,CADCHFv, , , , , , , ,Symbol ignored: *
Live - 3,CADJPYv, , , , , , , ,Symbol ignored: *
Live - 3,CHFJPYv, , , , , , , ,Symbol ignored: *
Live - 3,CHFSGDv, , , , , , , ,Symbol ignored: *
Live - 3,EURAUDv, , , , , , , ,Symbol ignored: *
Live - 3,EURCADv, , , , , , , ,Symbol ignored: *
Live - 3,EURCHFv, , , , , , , ,Symbol ignored: *
Live - 3,EURGBPv, , , , , , , ,Symbol ignored: *
Live - 3,EURHKDv, , , , , , , ,Symbol ignored: *
Live - 3,EURJPYv, , , , , , , ,Symbol ignored: *
Live - 3,EURNZDv, , , , , , , ,Symbol ignored: *
Live - 3,EURSGDv, , , , , , , ,Symbol ignored: *
Live - 3,EURUSDv, , , , , , , ,Symbol ignored: *
Live - 3,EURTRYv, , , , , , , ,Symbol ignored: *
Live - 3,GBPAUDv, , , , , , , ,Symbol ignored: *
Live - 3,GBPCADv, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHFv, , , , , , , ,Symbol ignored: *
Live - 3,GBPJPYv, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZDv, , , , , , , ,Symbol ignored: *
Live - 3,GBPSGDv, , , , , , , ,Symbol ignored: *
Live - 3,GBPUSDv, , , , , , , ,Symbol ignored: *
Live - 3,NZDCADv, , , , , , , ,Symbol ignored: *
Live - 3,NZDCHFv, , , , , , , ,Symbol ignored: *
Live - 3,NZDJPYv, , , , , , , ,Symbol ignored: *
Live - 3,NZDUSDv, , , , , , , ,Symbol ignored: *
Live - 3,SGDJPYv, , , , , , , ,Symbol ignored: *
Live - 3,USDCADv, , , , , , , ,Symbol ignored: *
Live - 3,USDCHFv, , , , , , , ,Symbol ignored: *
Live - 3,USDCNHv, , , , , , , ,Symbol ignored: *
Live - 3,USDJPYv, , , , , , , ,Symbol ignored: *
Live - 3,USDMXNv, , , , , , , ,Symbol ignored: *
Live - 3,USDRUBv, , , , , , , ,Symbol ignored: *
Live - 3,USDSGDv, , , , , , , ,Symbol ignored: *
Live - 3,USDTRYv, , , , , , , ,Symbol ignored: *
Live - 3,USDZARv, , , , , , , ,Symbol ignored: *
Live - 3,USDHKDv, , , , , , , ,Symbol ignored: *
Live - 3,.UKOil.v, , , , , , , ,Symbol ignored: *
Live - 3,.USOil.v, , , , , , , ,Symbol ignored: *
Live - 3,XAUUSDv, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSDv, , , , , , , ,Symbol ignored: *
Live - 3,.A50.v, , , , , , , ,Symbol ignored: *
Live - 3,.AUS200.v, , , , , , , ,Symbol ignored: *
Live - 3,.ES35.v, , , , , , , ,Symbol ignored: *
Live - 3,.F40.v, , , , , , , ,Symbol ignored: *
Live - 3,.HK50.v, , , , , , , ,Symbol ignored: *
Live - 3,.JP225.v, , , , , , , ,Symbol ignored: *
Live - 3,.STOXX50.v, , , , , , , ,Symbol ignored: *
Live - 3,.UK100.v, , , , , , , ,Symbol ignored: *
Live - 3,.US30.v, , , , , , , ,Symbol ignored: *
Live - 3,.US500.v, , , , , , , ,Symbol ignored: *
Live - 3,.US100.v, , , , , , , ,Symbol ignored: *
Live - 3,.DE30.v, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHF`, , , , , , , ,Symbol ignored: *
Live - 3,AUDSGD`, , , , , , , ,Symbol ignored: *
Live - 3,CADCHF`, , , , , , , ,Symbol ignored: *
Live - 3,EURCHF`, , , , , , , ,Symbol ignored: *
Live - 3,GBPCHF`, , , , , , , ,Symbol ignored: *
Live - 3,GBPNZD`, , , , , , , ,Symbol ignored: *
Live - 3,USDCHF`, , , , , , , ,Symbol ignored: *
Live - 3,USDHKD`, , , , , , , ,Symbol ignored: *
Live - 3,USDSGD`, , , , , , , ,Symbol ignored: *
Live - 3,XAGUSD`, , , , , , , ,Symbol ignored: *
Live - 3,USDX`, , , , , , , ,Symbol ignored: *
Live - 3,.A50`, , , , , , , ,Symbol ignored: *
Live - 3,.AUS200`, , , , , , , ,Symbol ignored: *
Live - 3,.DE30`, , , , , , , ,Symbol ignored: *
Live - 3,.ES35`, , , , , , , ,Symbol ignored: *
Live - 3,.F40`, , , , , , , ,Symbol ignored: *
Live - 3,.HK50`, , , , , , , ,Symbol ignored: *
Live - 3,.JP225`, , , , , , , ,Symbol ignored: *
Live - 3,.STOXX50`, , , , , , , ,Symbol ignored: *
Live - 3,.UK100`, , , , , , , ,Symbol ignored: *
Live - 3,.US30`, , , , , , , ,Symbol ignored: *
Live - 3,.US100`, , , , , , , ,Symbol ignored: *
Live - 3,.US500`, , , , , , , ,Symbol ignored: *
Live - 3,.USOil`, , , , , , , ,Symbol ignored: *
Live - 3,.UKOil`, , , , , , , ,Symbol ignored: *
Live - 5,AUDCAD, , , , , , , ,Symbol ignored: *
Live - 5,AUDCADq, , , , , , , ,Symbol ignored: *
Live - 5,AUDCHF, , , , , , , ,Symbol ignored: *
Live - 5,AUDCHFq, , , , , , , ,Symbol ignored: *
Live - 5,AUDJPY, , , , , , , ,Symbol ignored: *
Live - 5,AUDJPYq, , , , , , , ,Symbol ignored: *
Live - 5,AUDNZD, , , , , , , ,Symbol ignored: *
Live - 5,AUDNZDq, , , , , , , ,Symbol ignored: *
Live - 5,AUDSGD, , , , , , , ,Symbol ignored: *
Live - 5,AUDSGDq, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSD, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSDq, , , , , , , ,Symbol ignored: *
Live - 5,CADCHF, , , , , , , ,Symbol ignored: *
Live - 5,CADCHFq, , , , , , , ,Symbol ignored: *
Live - 5,CADJPY, , , , , , , ,Symbol ignored: *
Live - 5,CADJPYq, , , , , , , ,Symbol ignored: *
Live - 5,CHFJPY, , , , , , , ,Symbol ignored: *
Live - 5,CHFJPYq, , , , , , , ,Symbol ignored: *
Live - 5,CHFSGDq, , , , , , , ,Symbol ignored: *
Live - 5,CHFSGD, , , , , , , ,Symbol ignored: *
Live - 5,EURAUD, , , , , , , ,Symbol ignored: *
Live - 5,EURAUDq, , , , , , , ,Symbol ignored: *
Live - 5,EURCAD, , , , , , , ,Symbol ignored: *
Live - 5,EURCADq, , , , , , , ,Symbol ignored: *
Live - 5,EURCHF, , , , , , , ,Symbol ignored: *
Live - 5,EURCHFq, , , , , , , ,Symbol ignored: *
Live - 5,EURGBP, , , , , , , ,Symbol ignored: *
Live - 5,EURGBPq, , , , , , , ,Symbol ignored: *
Live - 5,EURJPY, , , , , , , ,Symbol ignored: *
Live - 5,EURJPYq, , , , , , , ,Symbol ignored: *
