Live,Symbol,Percentage,Initial_Margin,Maintenance,Hedge,Margin_Calculation,Profit_Calculation,Trade,Comment
Live - 2,USDJPY, , , , , , , ,Symbol ignored: *
Live - 2,USDJPY`, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYq, , , , , , , ,Symbol ignored: *
Live - 2,USDSGD, , , , , , , ,Symbol ignored: *
Live - 2,USDSGD`, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDq, , , , , , , ,Symbol ignored: *
Live - 2,AUDCADx, , , , , , , ,Symbol ignored: *
Live - 2,AUDCHFx, , , , , , , ,Symbol ignored: *
Live - 2,AUDUSDx, , , , , , , ,Symbol ignored: *
Live - 2,AUDJPYx, , , , , , , ,Symbol ignored: *
Live - 2,AUDNZDx, , , , , , , ,Symbol ignored: *
Live - 2,AUDSGDx, , , , , , , ,Symbol ignored: *
Live - 2,CADCHFx, , , , , , , ,Symbol ignored: *
Live - 2,CADJPYx, , , , , , , ,Symbol ignored: *
Live - 2,CHFJPYx, , , , , , , ,Symbol ignored: *
Live - 2,CHFSGDx, , , , , , , ,Symbol ignored: *
Live - 2,EURAUDx, , , , , , , ,Symbol ignored: *
Live - 2,EURCADx, , , , , , , ,Symbol ignored: *
Live - 2,EURCHFx, , , , , , , ,Symbol ignored: *
Live - 2,EURGBPx, , , , , , , ,Symbol ignored: *
Live - 2,EURJPYx, , , , , , , ,Symbol ignored: *
Live - 2,EURNZDx, , , , , , , ,Symbol ignored: *
Live - 2,EURUSDx, , , , , , , ,Symbol ignored: *
Live - 2,EURSGDx, , , , , , , ,Symbol ignored: *
Live - 2,GBPAUDx, , , , , , , ,Symbol ignored: *
Live - 2,GBPCADx, , , , , , , ,Symbol ignored: *
Live - 2,GBPCHFx, , , , , , , ,Symbol ignored: *
Live - 2,GBPJPYx, , , , , , , ,Symbol ignored: *
Live - 2,GBPNZDx, , , , , , , ,Symbol ignored: *
Live - 2,GBPSGDx, , , , , , , ,Symbol ignored: *
Live - 2,GBPUSDx, , , , , , , ,Symbol ignored: *
Live - 2,NZDJPYx, , , , , , , ,Symbol ignored: *
Live - 2,NZDUSDx, , , , , , , ,Symbol ignored: *
Live - 2,SGDJPYx, , , , , , , ,Symbol ignored: *
Live - 2,USDCADx, , , , , , , ,Symbol ignored: *
Live - 2,USDCHFx, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYx, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDx, , , , , , , ,Symbol ignored: *
Live - 2,AUDCADa, , , , , , , ,Symbol ignored: *
Live - 2,AUDJPYa, , , , , , , ,Symbol ignored: *
Live - 2,AUDCHFa, , , , , , , ,Symbol ignored: *
Live - 2,AUDNZDa, , , , , , , ,Symbol ignored: *
Live - 2,AUDSGDa, , , , , , , ,Symbol ignored: *
Live - 2,AUDUSDa, , , , , , , ,Symbol ignored: *
Live - 2,CADCHFa, , , , , , , ,Symbol ignored: *
Live - 2,CADJPYa, , , , , , , ,Symbol ignored: *
Live - 2,CHFJPYa, , , , , , , ,Symbol ignored: *
Live - 2,CHFSGDa, , , , , , , ,Symbol ignored: *
Live - 2,EURAUDa, , , , , , , ,Symbol ignored: *
Live - 2,EURCADa, , , , , , , ,Symbol ignored: *
Live - 2,EURCHFa, , , , , , , ,Symbol ignored: *
Live - 2,EURGBPa, , , , , , , ,Symbol ignored: *
Live - 2,EURJPYa, , , , , , , ,Symbol ignored: *
Live - 2,EURNZDa, , , , , , , ,Symbol ignored: *
Live - 2,EURSGDa, , , , , , , ,Symbol ignored: *
Live - 2,EURUSDa, , , , , , , ,Symbol ignored: *
Live - 2,GBPAUDa, , , , , , , ,Symbol ignored: *
Live - 2,GBPCADa, , , , , , , ,Symbol ignored: *
Live - 2,GBPCHFa, , , , , , , ,Symbol ignored: *
Live - 2,GBPJPYa, , , , , , , ,Symbol ignored: *
Live - 2,GBPSGDa, , , , , , , ,Symbol ignored: *
Live - 2,GBPUSDa, , , , , , , ,Symbol ignored: *
Live - 2,NZDJPYa, , , , , , , ,Symbol ignored: *
Live - 2,NZDUSDa, , , , , , , ,Symbol ignored: *
Live - 2,SGDJPYa, , , , , , , ,Symbol ignored: *
Live - 2,USDCADa, , , , , , , ,Symbol ignored: *
Live - 2,USDCHFa, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYa, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDa, , , , , , , ,Symbol ignored: *
Live - 2,AUDCAD', , , , , , , ,Symbol ignored: *
Live - 2,AUDJPY', , , , , , , ,Symbol ignored: *
Live - 2,AUDNZD', , , , , , , ,Symbol ignored: *
Live - 2,AUDUSD', , , , , , , ,Symbol ignored: *
Live - 2,CADCHF', , , , , , , ,Symbol ignored: *
Live - 2,CADJPY', , , , , , , ,Symbol ignored: *
Live - 2,CHFJPY', , , , , , , ,Symbol ignored: *
Live - 2,EURAUD', , , , , , , ,Symbol ignored: *
Live - 2,EURCAD', , , , , , , ,Symbol ignored: *
Live - 2,EURGBP', , , , , , , ,Symbol ignored: *
Live - 2,EURNZD', , , , , , , ,Symbol ignored: *
Live - 2,EURJPY', , , , , , , ,Symbol ignored: *
Live - 2,EURUSD', , , , , , , ,Symbol ignored: *
Live - 2,GBPAUD', , , , , , , ,Symbol ignored: *
Live - 2,GBPCHF', , , , , , , ,Symbol ignored: *
Live - 2,GBPJPY', , , , , , , ,Symbol ignored: *
Live - 2,GBPNZD', , , , , , , ,Symbol ignored: *
Live - 2,GBPUSD', , , , , , , ,Symbol ignored: *
Live - 2,NZDCAD', , , , , , , ,Symbol ignored: *
Live - 2,NZDJPY', , , , , , , ,Symbol ignored: *
Live - 2,EURCHF', , , , , , , ,Symbol ignored: *
Live - 2,NZDUSD', , , , , , , ,Symbol ignored: *
Live - 2,GBPCAD', , , , , , , ,Symbol ignored: *
Live - 2,USDCAD', , , , , , , ,Symbol ignored: *
Live - 2,USDCHF', , , , , , , ,Symbol ignored: *
Live - 2,USDSGD', , , , , , , ,Symbol ignored: *
Live - 2,USDJPY', , , , , , , ,Symbol ignored: *
Live - 2,XAUUSD', , , , , , , ,Symbol ignored: *
Live - 2,XAGUSD`, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSDq, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSD', , , , , , , ,Symbol ignored: *
Live - 2,XAGUSDx, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSD!, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSD, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSD`, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDq, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDx, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSD!, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSD, , , , , , , ,Symbol ignored: *
Live - 2,USDCNH, , , , , , , ,Symbol ignored: *
Live - 2,USDHKD, , , , , , , ,Symbol ignored: *
Live - 2,XPDUSD.hk, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200q, , , , , , , ,Symbol ignored: *
Live - 2,.DE30, , , , , , , ,Symbol ignored: *
Live - 2,.DE30q, , , , , , , ,Symbol ignored: *
Live - 2,.ES35, , , , , , , ,Symbol ignored: *
Live - 2,.ES35q, , , , , , , ,Symbol ignored: *
Live - 2,.F40, , , , , , , ,Symbol ignored: *
Live - 2,.F40q, , , , , , , ,Symbol ignored: *
Live - 2,.HK50, , , , , , , ,Symbol ignored: *
Live - 2,.HK50q, , , , , , , ,Symbol ignored: *
Live - 2,.JP225, , , , , , , ,Symbol ignored: *
Live - 2,.JP225q, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50q, , , , , , , ,Symbol ignored: *
Live - 2,.UK100, , , , , , , ,Symbol ignored: *
Live - 2,.UK100q, , , , , , , ,Symbol ignored: *
Live - 2,.US30, , , , , , , ,Symbol ignored: *
Live - 2,.US30q, , , , , , , ,Symbol ignored: *
Live - 2,.US500, , , , , , , ,Symbol ignored: *
Live - 2,.US500q, , , , , , , ,Symbol ignored: *
Live - 2,.US100, , , , , , , ,Symbol ignored: *
Live - 2,.US100q, , , , , , , ,Symbol ignored: *
Live - 2,.USOil, , , , , , , ,Symbol ignored: *
Live - 2,.USOilq, , , , , , , ,Symbol ignored: *
Live - 2,.UKOil, , , , , , , ,Symbol ignored: *
Live - 2,.UKOilq, , , , , , , ,Symbol ignored: *
Live - 2,XPTUSDq, , , , , , , ,Symbol ignored: *
Live - 2,XPDUSDq, , , , , , , ,Symbol ignored: *
Live - 2,EURNOKq, , , , , , , ,Symbol ignored: *
Live - 2,EURSEKq, , , , , , , ,Symbol ignored: *
Live - 2,USDNOKq, , , , , , , ,Symbol ignored: *
Live - 2,USDSEKq, , , , , , , ,Symbol ignored: *
Live - 2,USDRUBq, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200`, , , , , , , ,Symbol ignored: *
Live - 2,.DE30`, , , , , , , ,Symbol ignored: *
Live - 2,.ES35`, , , , , , , ,Symbol ignored: *
Live - 2,.F40`, , , , , , , ,Symbol ignored: *
Live - 2,.HK50`, , , , , , , ,Symbol ignored: *
Live - 2,.JP225`, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50`, , , , , , , ,Symbol ignored: *
Live - 2,.UK100`, , , , , , , ,Symbol ignored: *
Live - 2,.US30`, , , , , , , ,Symbol ignored: *
Live - 2,.US500`, , , , , , , ,Symbol ignored: *
Live - 2,.US100`, , , , , , , ,Symbol ignored: *
Live - 2,.USOil`, , , , , , , ,Symbol ignored: *
Live - 2,.UKOil`, , , , , , , ,Symbol ignored: *
Live - 2,AUDCADy, , , , , , , ,Symbol ignored: *
Live - 2,AUDCHFy, , , , , , , ,Symbol ignored: *
Live - 2,AUDJPYy, , , , , , , ,Symbol ignored: *
Live - 2,AUDNZDy, , , , , , , ,Symbol ignored: *
Live - 2,AUDSGDy, , , , , , , ,Symbol ignored: *
Live - 2,AUDUSDy, , , , , , , ,Symbol ignored: *
Live - 2,CADCHFy, , , , , , , ,Symbol ignored: *
Live - 2,CADJPYy, , , , , , , ,Symbol ignored: *
Live - 2,CHFJPYy, , , , , , , ,Symbol ignored: *
Live - 2,CHFSGDy, , , , , , , ,Symbol ignored: *
Live - 2,EURAUDy, , , , , , , ,Symbol ignored: *
Live - 2,EURCHFy, , , , , , , ,Symbol ignored: *
Live - 2,EURCADy, , , , , , , ,Symbol ignored: *
Live - 2,EURGBPy, , , , , , , ,Symbol ignored: *
Live - 2,EURHKDy, , , , , , , ,Symbol ignored: *
Live - 2,EURJPYy, , , , , , , ,Symbol ignored: *
Live - 2,EURSGDy, , , , , , , ,Symbol ignored: *
Live - 2,EURNZDy, , , , , , , ,Symbol ignored: *
Live - 2,EURUSDy, , , , , , , ,Symbol ignored: *
Live - 2,GBPAUDy, , , , , , , ,Symbol ignored: *
Live - 2,GBPCADy, , , , , , , ,Symbol ignored: *
Live - 2,GBPCHFy, , , , , , , ,Symbol ignored: *
Live - 2,GBPJPYy, , , , , , , ,Symbol ignored: *
Live - 2,GBPNZDy, , , , , , , ,Symbol ignored: *
Live - 2,GBPSGDy, , , , , , , ,Symbol ignored: *
Live - 2,GBPUSDy, , , , , , , ,Symbol ignored: *
Live - 2,NZDCADy, , , , , , , ,Symbol ignored: *
Live - 2,NZDCHFy, , , , , , , ,Symbol ignored: *
Live - 2,NZDUSDy, , , , , , , ,Symbol ignored: *
Live - 2,NZDJPYy, , , , , , , ,Symbol ignored: *
Live - 2,SGDJPYy, , , , , , , ,Symbol ignored: *
Live - 2,USDCADy, , , , , , , ,Symbol ignored: *
Live - 2,USDCHFy, , , , , , , ,Symbol ignored: *
Live - 2,USDCNHy, , , , , , , ,Symbol ignored: *
Live - 2,USDHKDy, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYy, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDy, , , , , , , ,Symbol ignored: *
Live - 2,XPTUSDy, , , , , , , ,Symbol ignored: *
Live - 2,XPDUSDy, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDy, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSDy, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSD^, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSD^, , , , , , , ,Symbol ignored: *
Live - 2,.A50, , , , , , , ,Symbol ignored: *
Live - 2,.A50q, , , , , , , ,Symbol ignored: *
Live - 2,creditearn, , , , , , , ,Symbol ignored: *
Live - 2,BTCUSDy, , , , , , , ,Symbol ignored: *
Live - 2,USDX, , , , , , , ,Symbol ignored: *
Live - 2,.A50.x, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200.x, , , , , , , ,Symbol ignored: *
Live - 2,.DE30.x, , , , , , , ,Symbol ignored: *
Live - 2,.ES35.x, , , , , , , ,Symbol ignored: *
Live - 2,.F40.x, , , , , , , ,Symbol ignored: *
Live - 2,.HK50.x, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50.x, , , , , , , ,Symbol ignored: *
Live - 2,.UK100.x, , , , , , , ,Symbol ignored: *
Live - 2,.US30.x, , , , , , , ,Symbol ignored: *
Live - 2,.US500.x, , , , , , , ,Symbol ignored: *
Live - 2,.US100.x, , , , , , , ,Symbol ignored: *
Live - 2,.USOil.x, , , , , , , ,Symbol ignored: *
Live - 2,.UKOil.x, , , , , , , ,Symbol ignored: *
Live - 2,AUDCADr, , , , , , , ,Symbol ignored: *
Live - 2,AUDCHFr, , , , , , , ,Symbol ignored: *
Live - 2,AUDJPYr, , , , , , , ,Symbol ignored: *
Live - 2,AUDNZDr, , , , , , , ,Symbol ignored: *
Live - 2,AUDSGDr, , , , , , , ,Symbol ignored: *
Live - 2,AUDUSDr, , , , , , , ,Symbol ignored: *
Live - 2,CADCHFr, , , , , , , ,Symbol ignored: *
Live - 2,CADJPYr, , , , , , , ,Symbol ignored: *
Live - 2,CHFJPYr, , , , , , , ,Symbol ignored: *
Live - 2,CHFSGDr, , , , , , , ,Symbol ignored: *
Live - 2,EURAUDr, , , , , , , ,Symbol ignored: *
Live - 2,EURCADr, , , , , , , ,Symbol ignored: *
Live - 2,EURCHFr, , , , , , , ,Symbol ignored: *
Live - 2,EURGBPr, , , , , , , ,Symbol ignored: *
Live - 2,EURHKDr, , , , , , , ,Symbol ignored: *
Live - 2,EURJPYr, , , , , , , ,Symbol ignored: *
Live - 2,EURNOKr, , , , , , , ,Symbol ignored: *
Live - 2,EURNZDr, , , , , , , ,Symbol ignored: *
Live - 2,EURSGDr, , , , , , , ,Symbol ignored: *
Live - 2,EURSEKr, , , , , , , ,Symbol ignored: *
Live - 2,EURUSDr, , , , , , , ,Symbol ignored: *
Live - 2,GBPAUDr, , , , , , , ,Symbol ignored: *
Live - 2,GBPCADr, , , , , , , ,Symbol ignored: *
Live - 2,GBPCHFr, , , , , , , ,Symbol ignored: *
Live - 2,GBPJPYr, , , , , , , ,Symbol ignored: *
Live - 2,GBPNZDr, , , , , , , ,Symbol ignored: *
Live - 2,GBPSGDr, , , , , , , ,Symbol ignored: *
Live - 2,GBPUSDr, , , , , , , ,Symbol ignored: *
Live - 2,NZDCADr, , , , , , , ,Symbol ignored: *
Live - 2,NZDCHFr, , , , , , , ,Symbol ignored: *
Live - 2,NZDJPYr, , , , , , , ,Symbol ignored: *
Live - 2,NZDUSDr, , , , , , , ,Symbol ignored: *
Live - 2,SGDJPYr, , , , , , , ,Symbol ignored: *
Live - 2,USDCADr, , , , , , , ,Symbol ignored: *
Live - 2,USDCHFr, , , , , , , ,Symbol ignored: *
Live - 2,USDCNHr, , , , , , , ,Symbol ignored: *
Live - 2,USDNOKr, , , , , , , ,Symbol ignored: *
Live - 2,USDHKDr, , , , , , , ,Symbol ignored: *
Live - 2,USDRUBr, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYr, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDr, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200r, , , , , , , ,Symbol ignored: *
Live - 2,.DE30r, , , , , , , ,Symbol ignored: *
Live - 2,.ES35r, , , , , , , ,Symbol ignored: *
Live - 2,.F40r, , , , , , , ,Symbol ignored: *
Live - 2,.HK50r, , , , , , , ,Symbol ignored: *
Live - 2,.JP225r, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50r, , , , , , , ,Symbol ignored: *
Live - 2,.US30r, , , , , , , ,Symbol ignored: *
Live - 2,.US500r, , , , , , , ,Symbol ignored: *
Live - 2,USDSEKr, , , , , , , ,Symbol ignored: *
Live - 2,.US100r, , , , , , , ,Symbol ignored: *
Live - 2,.USOilr, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDr, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSDr, , , , , , , ,Symbol ignored: *
Live - 2,XPTUSDr, , , , , , , ,Symbol ignored: *
Live - 2,XPDUSDr, , , , , , , ,Symbol ignored: *
Live - 2,USDHKDs, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDs, , , , , , , ,Symbol ignored: *
Live - 2,.UK100r, , , , , , , ,Symbol ignored: *
Live - 2,AUDCADh, , , , , , , ,Symbol ignored: *
Live - 2,AUDCHFh, , , , , , , ,Symbol ignored: *
Live - 2,AUDJPYh, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDh, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYh, , , , , , , ,Symbol ignored: *
Live - 2,USDHKDh, , , , , , , ,Symbol ignored: *
Live - 2,USDCNHh, , , , , , , ,Symbol ignored: *
Live - 2,USDCHFh, , , , , , , ,Symbol ignored: *
Live - 2,USDCADh, , , , , , , ,Symbol ignored: *
Live - 2,SGDJPYh, , , , , , , ,Symbol ignored: *
Live - 2,NZDJPYh, , , , , , , ,Symbol ignored: *
Live - 2,NZDUSDh, , , , , , , ,Symbol ignored: *
Live - 2,NZDCHFh, , , , , , , ,Symbol ignored: *
Live - 2,NZDCADh, , , , , , , ,Symbol ignored: *
Live - 2,GBPUSDh, , , , , , , ,Symbol ignored: *
Live - 2,GBPSGDh, , , , , , , ,Symbol ignored: *
Live - 2,GBPNZDh, , , , , , , ,Symbol ignored: *
Live - 2,GBPJPYh, , , , , , , ,Symbol ignored: *
Live - 2,GBPCHFh, , , , , , , ,Symbol ignored: *
Live - 2,GBPCADh, , , , , , , ,Symbol ignored: *
Live - 2,GBPAUDh, , , , , , , ,Symbol ignored: *
Live - 2,EURUSDh, , , , , , , ,Symbol ignored: *
Live - 2,EURNZDh, , , , , , , ,Symbol ignored: *
Live - 2,EURSGDh, , , , , , , ,Symbol ignored: *
Live - 2,EURJPYh, , , , , , , ,Symbol ignored: *
Live - 2,EURHKDh, , , , , , , ,Symbol ignored: *
Live - 2,EURGBPh, , , , , , , ,Symbol ignored: *
Live - 2,EURCADh, , , , , , , ,Symbol ignored: *
Live - 2,EURCHFh, , , , , , , ,Symbol ignored: *
Live - 2,EURAUDh, , , , , , , ,Symbol ignored: *
Live - 2,CHFSGDh, , , , , , , ,Symbol ignored: *
Live - 2,CHFJPYh, , , , , , , ,Symbol ignored: *
Live - 2,CADJPYh, , , , , , , ,Symbol ignored: *
Live - 2,CADCHFh, , , , , , , ,Symbol ignored: *
Live - 2,AUDUSDh, , , , , , , ,Symbol ignored: *
Live - 2,AUDSGDh, , , , , , , ,Symbol ignored: *
Live - 2,AUDNZDh, , , , , , , ,Symbol ignored: *
Live - 2,XPTUSDh, , , , , , , ,Symbol ignored: *
Live - 2,XPDUSDh, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDh, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSDh, , , , , , , ,Symbol ignored: *
Live - 2,.USOilh, , , , , , , ,Symbol ignored: *
Live - 2,.UKOilh, , , , , , , ,Symbol ignored: *
Live - 2,EURNOKh, , , , , , , ,Symbol ignored: *
Live - 2,EURPLNh, , , , , , , ,Symbol ignored: *
Live - 2,EURSEKh, , , , , , , ,Symbol ignored: *
Live - 2,EURTRYh, , , , , , , ,Symbol ignored: *
Live - 2,NOKSEKh, , , , , , , ,Symbol ignored: *
Live - 2,USDMXNh, , , , , , , ,Symbol ignored: *
Live - 2,USDNOKh, , , , , , , ,Symbol ignored: *
Live - 2,USDPLNh, , , , , , , ,Symbol ignored: *
Live - 2,USDRUBh, , , , , , , ,Symbol ignored: *
Live - 2,USDSEKh, , , , , , , ,Symbol ignored: *
Live - 2,USDTRYh, , , , , , , ,Symbol ignored: *
Live - 2,USDZARh, , , , , , , ,Symbol ignored: *
Live - 2,.A50.h, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200.h, , , , , , , ,Symbol ignored: *
Live - 2,.DE30.h, , , , , , , ,Symbol ignored: *
Live - 2,.ES35.h, , , , , , , ,Symbol ignored: *
Live - 2,.F40.h, , , , , , , ,Symbol ignored: *
Live - 2,.HK50.h, , , , , , , ,Symbol ignored: *
Live - 2,.JP225.h, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50.h, , , , , , , ,Symbol ignored: *
Live - 2,.UK100.h, , , , , , , ,Symbol ignored: *
Live - 2,.US30.h, , , , , , , ,Symbol ignored: *
Live - 2,.US100.h, , , , , , , ,Symbol ignored: *
Live - 2,.US500.h, , , , , , , ,Symbol ignored: *
Live - 2,AUDCADn, , , , , , , ,Symbol ignored: *
Live - 2,AUDCHFn, , , , , , , ,Symbol ignored: *
Live - 2,AUDJPYn, , , , , , , ,Symbol ignored: *
Live - 2,USDSGDn, , , , , , , ,Symbol ignored: *
Live - 2,USDJPYn, , , , , , , ,Symbol ignored: *
Live - 2,USDHKDn, , , , , , , ,Symbol ignored: *
Live - 2,USDCNHn, , , , , , , ,Symbol ignored: *
Live - 2,USDCHFn, , , , , , , ,Symbol ignored: *
Live - 2,USDCADn, , , , , , , ,Symbol ignored: *
Live - 2,SGDJPYn, , , , , , , ,Symbol ignored: *
Live - 2,NZDJPYn, , , , , , , ,Symbol ignored: *
Live - 2,NZDUSDn, , , , , , , ,Symbol ignored: *
Live - 2,NZDCHFn, , , , , , , ,Symbol ignored: *
Live - 2,NZDCADn, , , , , , , ,Symbol ignored: *
Live - 2,GBPUSDn, , , , , , , ,Symbol ignored: *
Live - 2,GBPSGDn, , , , , , , ,Symbol ignored: *
Live - 2,GBPNZDn, , , , , , , ,Symbol ignored: *
Live - 2,GBPJPYn, , , , , , , ,Symbol ignored: *
Live - 2,GBPCHFn, , , , , , , ,Symbol ignored: *
Live - 2,GBPCADn, , , , , , , ,Symbol ignored: *
Live - 2,GBPAUDn, , , , , , , ,Symbol ignored: *
Live - 2,EURUSDn, , , , , , , ,Symbol ignored: *
Live - 2,EURNZDn, , , , , , , ,Symbol ignored: *
Live - 2,EURSGDn, , , , , , , ,Symbol ignored: *
Live - 2,EURJPYn, , , , , , , ,Symbol ignored: *
Live - 2,EURHKDn, , , , , , , ,Symbol ignored: *
Live - 2,EURGBPn, , , , , , , ,Symbol ignored: *
Live - 2,EURCADn, , , , , , , ,Symbol ignored: *
Live - 2,EURCHFn, , , , , , , ,Symbol ignored: *
Live - 2,EURAUDn, , , , , , , ,Symbol ignored: *
Live - 2,CHFSGDn, , , , , , , ,Symbol ignored: *
Live - 2,CHFJPYn, , , , , , , ,Symbol ignored: *
Live - 2,CADJPYn, , , , , , , ,Symbol ignored: *
Live - 2,CADCHFn, , , , , , , ,Symbol ignored: *
Live - 2,AUDUSDn, , , , , , , ,Symbol ignored: *
Live - 2,AUDSGDn, , , , , , , ,Symbol ignored: *
Live - 2,AUDNZDn, , , , , , , ,Symbol ignored: *
Live - 2,XPTUSDn, , , , , , , ,Symbol ignored: *
Live - 2,XPDUSDn, , , , , , , ,Symbol ignored: *
Live - 2,XAUUSDn, , , , , , , ,Symbol ignored: *
Live - 2,XAGUSDn, , , , , , , ,Symbol ignored: *
Live - 2,.USOiln, , , , , , , ,Symbol ignored: *
Live - 2,.UKOiln, , , , , , , ,Symbol ignored: *
Live - 2,EURNOKn, , , , , , , ,Symbol ignored: *
Live - 2,EURPLNn, , , , , , , ,Symbol ignored: *
Live - 2,EURSEKn, , , , , , , ,Symbol ignored: *
Live - 2,EURTRYn, , , , , , , ,Symbol ignored: *
Live - 2,NOKSEKn, , , , , , , ,Symbol ignored: *
Live - 2,USDMXNn, , , , , , , ,Symbol ignored: *
Live - 2,USDNOKn, , , , , , , ,Symbol ignored: *
Live - 2,USDPLNn, , , , , , , ,Symbol ignored: *
Live - 2,USDRUBn, , , , , , , ,Symbol ignored: *
Live - 2,USDSEKn, , , , , , , ,Symbol ignored: *
Live - 2,USDTRYn, , , , , , , ,Symbol ignored: *
Live - 2,USDZARn, , , , , , , ,Symbol ignored: *
Live - 2,.A50.n, , , , , , , ,Symbol ignored: *
Live - 2,.AUS200.n, , , , , , , ,Symbol ignored: *
Live - 2,.DE30.n, , , , , , , ,Symbol ignored: *
Live - 2,.ES35.n, , , , , , , ,Symbol ignored: *
Live - 2,.F40.n, , , , , , , ,Symbol ignored: *
Live - 2,.HK50.n, , , , , , , ,Symbol ignored: *
Live - 2,.JP225.n, , , , , , , ,Symbol ignored: *
Live - 2,.STOXX50.n, , , , , , , ,Symbol ignored: *
Live - 2,.UK100.n, , , , , , , ,Symbol ignored: *
Live - 2,.US30.n, , , , , , , ,Symbol ignored: *
Live - 2,.US100.n, , , , , , , ,Symbol ignored: *
Live - 2,.US500.n, , , , , , , ,Symbol ignored: *
Live - 2,DSHUSD, , , , , , , ,Symbol ignored: *
Live - 2,BTCUSD, , , , , , , ,Symbol ignored: *
Live - 2,ETHUSD, , , , , , , ,Symbol ignored: *
Live - 2,LTCUSD, , , , , , , ,Symbol ignored: *
Live - 2,XRPUSD, , , , , , , ,Symbol ignored: *
Live - 2,EOSUSD, , , , , , , ,Symbol ignored: *
Live - 2,BCHUSD, , , , , , , ,Symbol ignored: *
Live - 2,TRXUSD, , , , , , , ,Symbol ignored: *
Live - 2,ADAUSD, , , , , , , ,Symbol ignored: *
Live - 2,XLMUSD, , , , , , , ,Symbol ignored: *
Live - 2,IOTUSD, , , , , , , ,Symbol ignored: *
Live - 2,BTGUSD, , , , , , , ,Symbol ignored: *
Live - 2,XMRUSD, , , , , , , ,Symbol ignored: *
Live - 2,XEMUSD, , , , , , , ,Symbol ignored: *
Live - 2,ETCUSD, , , , , , , ,Symbol ignored: *
Live - 2,NEOUSD, , , , , , , ,Symbol ignored: *
Live - 2,ZECUSD, , , , , , , ,Symbol ignored: *
Live - 2,QTMUSD, , , , , , , ,Symbol ignored: *
Live - 2,OMGUSD, , , , , , , ,Symbol ignored: *
Live - 2,NZDCADx, , , , , , , ,Symbol ignored: *
Live - 2,.HK33.h, , , , , , , ,Symbol ignored: *
Live - 3,.STOXX50.c, , , , , , , ,Symbol ignored: *
Live - 3,.UK100.c, , , , , , , ,Symbol ignored: *
Live - 3,creditearn, , , , , , , ,Symbol ignored: *
Live - 3,AUDCAD., , , , , , , ,Symbol ignored: *
Live - 3,AUDCAD$, , , , , , , ,Symbol ignored: *
Live - 3,AUDCAD, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHF., , , , , , , ,Symbol ignored: *
Live - 3,AUDCHF$, , , , , , , ,Symbol ignored: *
Live - 3,AUDCHF, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPY., , , , , , , ,Symbol ignored: *
Live - 3,AUDJPY$, , , , , , , ,Symbol ignored: *
Live - 3,AUDJPY, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZD., , , , , , , ,Symbol ignored: *
Live - 3,AUDNZD$, , , , , , , ,Symbol ignored: *
Live - 3,AUDNZD, , , , , , , ,Symbol ignored: *
