Live,Login,Read Only,Comment
3,326732,Y,User Changed to Read-Only,

User Has open position.,
36466400 Closed by external Plugin. OK
36471730 Closed by external Plugin. OK
36474092 ERROR Closing: Invalid parameters
36475671 ERROR Closing: Invalid parameters
36478680 Closed by external Plugin. Invalid parameters
36485203 ERROR Closing: Invalid parameters
36486567 ERROR Closing: Invalid parameters
36493147 ERROR Closing: Invalid parameters
36494767 Closed by external Plugin. Invalid parameters
36497206 ERROR Closing: Invalid parameters
36501944 ERROR Closing: Invalid parameters
36501981 ERROR Closing: Invalid parameters
36504338 Closed by external Plugin. Invalid parameters
36505720 ERROR Closing: Invalid parameters
36507307 ERROR Closing: Invalid parameters
36510110 ERROR Closing: Invalid parameters
36515475 Closed by external Plugin. Invalid parameters
36517011 ERROR Closing: Invalid parameters
36517250 ERROR Closing: Invalid parameters
36518556 Closed by external Plugin. Invalid parameters
36523312 ERROR Closing: Invalid parameters
36523846 ERROR Closing: Invalid parameters
36523932 ERROR Closing: Invalid parameters
36525685 Closed by external Plugin. Invalid parameters
36527901 ERROR Closing: Invalid parameters
36528419 ERROR Closing: Invalid parameters
36528600 ERROR Closing: Invalid parameters
36528726 Closed by external Plugin. Invalid parameters
36529318 ERROR Closing: Invalid parameters
36531291 ERROR Closing: Invalid parameters
36531383 ERROR Closing: Invalid parameters
36531619 Closed by external Plugin. Invalid parameters
36532675 ERROR Closing: Invalid parameters
36532776 ERROR Closing: Invalid parameters
36533364 ERROR Closing: Invalid parameters
36533722 ERROR Closing: Invalid parameters
36533917 Closed by external Plugin. Invalid parameters
36534043 ERROR Closing: Invalid parameters
36534704 ERROR Closing: Invalid parameters
36536972 Closed by external Plugin. Invalid parameters
36537449 ERROR Closing: Invalid parameters
36537842 ERROR Closing: Invalid parameters
36538926 ERROR Closing: Invalid parameters
36540243 ERROR Closing: Invalid parameters
36540536 ERROR Closing: Invalid parameters
36540562 Closed by external Plugin. Invalid parameters
36540652 ERROR Closing: Invalid parameters
36540755 ERROR Closing: Invalid parameters
36540756 Closed by external Plugin. Invalid parameters
36541390 ERROR Closing: Invalid parameters
36541712 ERROR Closing: Invalid parameters
36541776 ERROR Closing: Invalid parameters
36542013 ERROR Closing: Invalid parameters
36542672 Closed by external Plugin. Invalid parameters
36544507 ERROR Closing: Invalid parameters
36545115 ERROR Closing: Invalid parameters
36545591 ERROR Closing: Invalid parameters
36548234 Closed by external Plugin. Invalid parameters
36549367 ERROR Closing: Invalid parameters
36549651 ERROR Closing: Invalid parameters
36551428 ERROR Closing: Invalid parameters
36551515 Closed by external Plugin. Invalid parameters
36552357 ERROR Closing: Invalid parameters
36552749 ERROR Closing: Invalid parameters
36553616 ERROR Closing: Invalid parameters
36553876 Closed by external Plugin. Invalid parameters
36553902 ERROR Closing: Invalid parameters
36553910 ERROR Closing: Invalid parameters
36553923 ERROR Closing: Invalid parameters
36553952 Closed by external Plugin. Invalid parameters
36553990 ERROR Closing: Invalid parameters
36554002 ERROR Closing: Invalid parameters
36554103 ERROR Closing: Invalid parameters
36554155 Closed by external Plugin. Invalid parameters
36554187 ERROR Closing: Invalid parameters
36554374 ERROR Closing: Invalid parameters
36554401 ERROR Closing: Invalid parameters
36554484 ERROR Closing: Invalid parameters
36554885 Closed by external Plugin. Invalid parameters
36555157 ERROR Closing: Invalid parameters
36555215 ERROR Closing: Invalid parameters
36555381 ERROR Closing: Invalid parameters
36555394 ERROR Closing: Invalid parameters
36555416 ERROR Closing: Invalid parameters
36555459 ERROR Closing: Invalid parameters
36555575 Closed by external Plugin. Invalid parameters
36555636 ERROR Closing: Invalid parameters
36555682 ERROR Closing: Invalid parameters
36555782 Closed by external Plugin. Invalid parameters
36555872 ERROR Closing: Invalid parameters
36555956 ERROR Closing: Invalid parameters
36556024 Closed by external Plugin. Invalid parameters
36556118 ERROR Closing: Invalid parameters
36556979 ERROR Closing: Invalid parameters
36556999 ERROR Closing: Invalid parameters
36557195 Closed by external Plugin. Invalid parameters
36557289 ERROR Closing: Invalid parameters
36557689 ERROR Closing: Invalid parameters
36558146 ERROR Closing: Invalid parameters
36558454 ERROR Closing: Invalid parameters
36558808 Closed by external Plugin. Invalid parameters
36559137 Pending Deleted.,
36328834 ERROR Closing: Invalid parameters
36329636 ERROR Closing: Invalid parameters
36330652 Closed by external Plugin. Invalid parameters
36331507 ERROR Closing: Invalid parameters
36333433 ERROR Closing: Invalid parameters
36335790 Closed by external Plugin. Invalid parameters
36350374 ERROR Closing: Invalid parameters
36359440 ERROR Closing: Invalid parameters
36364687 ERROR Closing: Invalid parameters
36367291 Closed by external Plugin. Invalid parameters
36376648 ERROR Closing: Invalid parameters
36377596 ERROR Closing: Invalid parameters
36383865 ERROR Closing: Invalid parameters
36388224 Closed by external Plugin. Invalid parameters
36389216 ERROR Closing: Invalid parameters
36397363 ERROR Closing: Invalid parameters
36397505 Closed by external Plugin. Invalid parameters
36397535 ERROR Closing: Invalid parameters
36402023 ERROR Closing: Invalid parameters
36402902 Closed by external Plugin. Invalid parameters
36403383 ERROR Closing: Invalid parameters
36404036 ERROR Closing: Invalid parameters
36404503 ERROR Closing: Invalid parameters
36404522 ERROR Closing: Invalid parameters
36404542 Closed by external Plugin. Invalid parameters
36405417 ERROR Closing: Invalid parameters
36407700 ERROR Closing: Invalid parameters
36410895 ERROR Closing: Invalid parameters
36411383 ERROR Closing: Invalid parameters
36411446 Closed by external Plugin. Invalid parameters
36411668 ERROR Closing: Invalid parameters
36412499 ERROR Closing: Invalid parameters
36412545 ERROR Closing: Invalid parameters
36413978 ERROR Closing: Invalid parameters
36415433 ERROR Closing: Invalid parameters
36417722 ERROR Closing: Invalid parameters
36418446 ERROR Closing: Invalid parameters
36420172 Closed by external Plugin. Invalid parameters
36420740 ERROR Closing: Invalid parameters
36422007 ERROR Closing: Invalid parameters
36422949 Closed by external Plugin. Invalid parameters
36424232 ERROR Closing: Invalid parameters
36425191 ERROR Closing: Invalid parameters
36431972 ERROR Closing: Invalid parameters
36432979 ERROR Closing: Invalid parameters
36433146 Closed by external Plugin. Invalid parameters
36433567 ERROR Closing: Invalid parameters
