Live,Login,Read Only,Comment
3,326732,Y,User Changed to Read-Only,

User Has open position.,
35965148 Closed by external Plugin. OK
35966036 Closed by external Plugin. OK
35966167 ERROR Closing: Invalid parameters
35966252 ERROR Closing: Invalid parameters
35966375 ERROR Closing: Invalid parameters
35967032 ERROR Closing: Invalid parameters
35967121 ERROR Closing: Invalid parameters
35968014 ERROR Closing: Invalid parameters
35968211 ERROR Closing: Invalid parameters
35969708 ERROR Closing: Invalid parameters
35970484 ERROR Closing: Invalid parameters
35972982 ERROR Closing: Invalid parameters
35973034 ERROR Closing: Invalid parameters
35973727 ERROR Closing: Invalid parameters
35974011 ERROR Closing: Invalid parameters
35974444 ERROR Closing: Invalid parameters
35974549 ERROR Closing: Invalid parameters
35974648 ERROR Closing: Invalid parameters
35976228 ERROR Closing: Invalid parameters
35976683 ERROR Closing: Invalid parameters
35976958 ERROR Closing: Invalid parameters
35977250 ERROR Closing: Invalid parameters
35977391 ERROR Closing: Invalid parameters
35977870 ERROR Closing: Invalid parameters
35978260 ERROR Closing: Invalid parameters
35978528 ERROR Closing: Invalid parameters
35979281 ERROR Closing: Invalid parameters
35979765 ERROR Closing: Invalid parameters
35981204 ERROR Closing: Invalid parameters
35982309 ERROR Closing: Invalid parameters
35983026 ERROR Closing: Invalid parameters
35984789 ERROR Closing: Invalid parameters
35984801 ERROR Closing: Invalid parameters
35984839 ERROR Closing: Invalid parameters
35985806 ERROR Closing: Invalid parameters
35986495 ERROR Closing: Invalid parameters
35987479 ERROR Closing: Invalid parameters
35988733 ERROR Closing: Invalid parameters
35989207 ERROR Closing: Invalid parameters
35990028 ERROR Closing: Invalid parameters
35992651 ERROR Closing: Invalid parameters
35992830 ERROR Closing: Invalid parameters
35993673 ERROR Closing: Invalid parameters
35993870 ERROR Closing: Invalid parameters
35994392 ERROR Closing: Invalid parameters
35994507 ERROR Closing: Invalid parameters
35995625 Order Closed.,
35995952 Order Closed.,
35996531 Order Closed.,
35997076 ERROR Closing: Invalid parameters
35997184 ERROR Closing: Invalid parameters
35997276 ERROR Closing: Invalid parameters
35998455 ERROR Closing: Invalid parameters
35998674 ERROR Closing: Invalid parameters
35998795 ERROR Closing: Invalid parameters
35999418 ERROR Closing: Invalid parameters
35999889 ERROR Closing: Invalid parameters
36000945 Order Closed.,
36000999 Order Closed.,
36001273 Order Closed.,
36002096 ERROR Closing: Invalid parameters
36003184 ERROR Closing: Invalid parameters
36003374 ERROR Closing: Invalid parameters
36003511 ERROR Closing: Invalid parameters
36005404 ERROR Closing: Invalid parameters
36005611 ERROR Closing: Invalid parameters
36005812 ERROR Closing: Invalid parameters
36006725 ERROR Closing: Invalid parameters
36007396 Order Closed.,
36008145 Order Closed.,
36009722 Order Closed.,
36009787 Order Closed.,
36009971 Order Closed.,
36011446 Order Closed.,
36012812 Order Closed.,
36013628 Order Closed.,
36015576 Order Closed.,
36017281 Order Closed.,
36017296 Order Closed.,
36017594 Order Closed.,
36019238 Order Closed.,
36019588 Order Closed.,
36021838 Order Closed.,
36024203 Order Closed.,
36024803 Order Closed.,
36025375 Order Closed.,
36025784 Order Closed.,
36026250 Order Closed.,
36026933 Order Closed.,
36027279 Order Closed.,
36027413 Order Closed.,
36027771 Order Closed.,
36032182 Order Closed.,
36032264 Order Closed.,
36032956 ERROR Closing: Invalid parameters
36033866 Order Closed.,
36034607 Order Closed.,
36034735 Order Closed.,
36036596 Order Closed.,
36037144 Order Closed.,
36039176 Order Closed.,
36039200 Order Closed.,
36039381 Order Closed.,
36042185 Order Closed.,
36042563 Order Closed.,
36075216 Order Closed.,
36076267 Order Closed.,
36076692 Order Closed.,
36082690 Order Closed.,
36082882 Order Closed.,
36083296 Order Closed.,
36246527 Order Closed.,
36246764 Order Closed.,
36248295 Order Closed.,
36251657 Order Closed.,
36253853 Order Closed.,
36257213 Order Closed.,
36261944 Order Closed.,
36266617 Order Closed.,
36266785 Order Closed.,
36269194 Order Closed.,
36274278 Order Closed.,
36275774 Order Closed.,
36278024 Order Closed.,
36278353 Order Closed.,
36283452 Order Closed.,
36284802 Order Closed.,
36294706 Order Closed.,
36297269 Order Closed.,
36301461 Order Closed.,
36302155 Order Closed.,
36303863 ERROR Closing: Invalid parameters
36305715 ERROR Closing: Invalid parameters
36308114 ERROR Closing: Invalid parameters
36309012 Order Closed.,
36310517 Order Closed.,
36311160 ERROR Closing: Invalid parameters
36311630 ERROR Closing: Invalid parameters
36311961 ERROR Closing: Invalid parameters
36312459 ERROR Closing: Invalid parameters
36312841 ERROR Closing: Invalid parameters
36314523 Order Closed.,
36318005 Order Closed.,
36322355 Order Closed.,
36323727 Order Closed.,
36326187 Order Closed.,
36327280 Order Closed.,
36327725 Order Closed.,
36328113 Order Closed.,
36328850 Order Closed.,
36329453 Order Closed.,
36331103 Order Closed.,
36331595 ERROR Closing: Invalid parameters
36332021 ERROR Closing: Invalid parameters
36332334 ERROR Closing: Invalid parameters
36335895 ERROR Closing: Invalid parameters
36337967 ERROR Closing: Invalid parameters
36338245 ERROR Closing: Invalid parameters
36340332 ERROR Closing: Invalid parameters
36340384 ERROR Closing: Invalid parameters
36352245 Order Closed.,
36353761 Order Closed.,
36353835 Order Closed.,
36353976 Order Closed.,
36354876 Order Closed.,
36355059 Order Closed.,
36360395 Order Closed.,
36361466 ERROR Closing: Invalid parameters
36362452 ERROR Closing: Invalid parameters
36363142 ERROR Closing: Invalid parameters
36365072 ERROR Closing: Invalid parameters
36366042 ERROR Closing: Invalid parameters
36367642 ERROR Closing: Invalid parameters
36368884 ERROR Closing: Invalid parameters
36370424 ERROR Closing: Invalid parameters
36374533 ERROR Closing: Invalid parameters
36375099 ERROR Closing: Invalid parameters
36375564 ERROR Closing: Invalid parameters
36375999 ERROR Closing: Invalid parameters
36376206 Order Closed.,
36376682 ERROR Closing: Invalid parameters
36379160 Order Closed.,
36382928 ERROR Closing: Invalid parameters
36383825 ERROR Closing: Invalid parameters
36386247 ERROR Closing: Invalid parameters
36386354 Order Closed.,
36386851 ERROR Closing: Invalid parameters
36388951 Order Closed.,
36391636 Order Closed.,
36392304 Order Closed.,
36394303 Order Closed.,
36394780 ERROR Closing: Invalid parameters
36395108 ERROR Closing: Invalid parameters
36396960 Order Closed.,
36397008 ERROR Closing: Invalid parameters
36397154 Order Closed.,
36397331 ERROR Closing: Invalid parameters
36397370 ERROR Closing: Invalid parameters
36397529 ERROR Closing: Invalid parameters
36397967 ERROR Closing: Invalid parameters
